ax,ay,az,gx,gy,gz,left_click,right_click
0.1067,-0.0371,1.0156,-1.0,-0.2443,-2.5191,1,0,0
0.1096,-0.0356,1.0222,-0.6107,0.2366,-2.9084,1,0,0
0.1108,-0.0344,1.0281,-0.9237,-0.3359,-3.1908,1,0,0
0.1201,-0.0376,1.0413,-2.0534,-0.8702,-2.1527,1,0,0
0.123,-0.05,1.0369,-2.8092,-1.2519,-1.8702,1,0,0
0.1238,-0.0542,1.031,-3.6107,-1.8321,-0.8626,1,0,0
0.1306,-0.0645,1.0247,-3.6718,-2.0534,-0.542,1,0,0
0.1384,-0.0664,1.0156,-2.458,-0.855,-0.1298,1,0,0
0.1228,-0.0566,1.0183,-0.8397,-0.2366,0.5649,1,0,0
0.1189,-0.0508,1.0283,-0.6718,-0.1679,0.0763,1,0,0
0.1174,-0.0393,1.0215,-0.8702,0.855,-0.4656,1,0,0
0.1196,-0.0415,1.0276,-1.5267,0.7481,-0.6412,1,0,0
0.1199,-0.0376,1.0251,-1.7405,-0.0534,0.1374,1,0,0
0.123,-0.0371,1.0256,-1.5496,-0.4122,0.6489,1,0,0
0.1184,-0.0325,1.0293,-2.4656,-0.3969,0.8931,1,0,0
0.103,-0.0337,1.0134,-3.374,-1.6183,1.084,1,0,0
0.0996,-0.0403,1.0002,-3.6031,-2.4733,0.1145,1,0,0
0.1089,-0.0449,0.9939,-2.3893,-2.229,-0.4351,1,0,0
0.1121,-0.0518,0.9912,-0.7176,-1.3053,-0.9847,1,0,0
0.1121,-0.0471,1.0005,0.5038,-1.1527,-1.0,1,0,0
0.1216,-0.0505,1.0066,1.5496,-1.5191,-1.0611,1,0,0
0.1379,-0.0508,1.0378,1.6412,-1.7176,-0.8931,1,0,0
0.1338,-0.0459,1.0571,1.2137,-0.9084,-0.0916,1,0,0
0.1316,-0.0344,1.063,0.4504,-0.9084,0.4809,1,0,0
0.124,-0.0308,1.0574,-0.7176,-1.4275,1.4885,1,0,0
0.1167,-0.0266,1.051,-1.6031,-1.0229,1.687,1,0,0
0.1133,-0.022,1.0454,-1.5649,-0.6794,0.542,0,0,0
0.1133,-0.0217,1.031,-1.458,0.2061,0.626,0,0,0
0.1118,-0.0317,1.0325,-1.8244,0.3893,0.4656,0,0,0
0.115,-0.0364,1.0234,-1.7939,0.2748,0.2519,0,0,0
0.1204,-0.0444,1.0073,-1.4809,0.1985,0.4122,0,0,0
0.116,-0.0459,1.0117,-0.9847,0.5496,1.2137,0,0,0
0.1045,-0.0403,1.0024,-0.855,0.3969,1.5649,0,0,0
0.0959,-0.0359,0.9966,-0.5725,-0.5038,1.0305,0,0,0
0.1033,-0.0393,0.998,-0.5191,-0.8092,0.6641,0,0,0
0.1104,-0.0469,1.0029,-0.1527,-0.4122,0.6489,0,0,0
0.1204,-0.0476,1.0068,0.458,-0.0458,0.1145,0,0,0
0.1125,-0.0405,1.0154,0.6641,0.2366,0.313,0,0,0
0.1143,-0.0369,1.0142,0.4198,-1.0992,-0.1985,0,0,0
0.1182,-0.0381,1.0134,0.2672,-1.5649,-0.8779,0,0,0
0.1091,-0.0408,1.0125,0.1374,-2.855,-0.2748,0,0,0
0.1265,-0.041,1.0273,0.0687,-2.2748,-1.4504,0,0,0
0.1431,-0.0452,1.0396,-0.1908,-1.4046,-1.3893,0,0,0
0.1375,-0.0425,1.0417,-0.8779,-1.1069,1.084,0,0,0
0.1367,-0.0383,1.0432,-1.0153,-1.7405,2.229,0,0,0
0.1384,-0.0283,1.0535,-1.5954,-1.458,4.084,0,0,0
0.1248,-0.0164,1.063,-3.0763,0.374,5.4198,0,0,0
0.1201,-0.0103,1.0605,-3.7939,3.2824,6.5115,0,0,0
0.1431,-0.0247,1.0657,-4.8779,9.2519,9.229,0,0,0
0.1157,-0.0342,1.0447,-2.6183,13.229,11.0229,0,0,0
0.1377,-0.0203,1.0447,0.313,14.7939,7.6107,0,0,0
0.1199,-0.01,1.0388,0.4351,20.7481,7.7099,0,0,0
0.1746,0.0151,1.0483,-0.1985,24.6794,6.0763,0,0,0
0.2219,-0.0698,1.0933,-0.4046,42.4351,10.5954,0,0,0
0.1304,-0.0278,1.042,0.8779,48.8855,11.9313,0,0,0
0.0791,-0.0364,1.0332,2.9084,46.687,13.1679,0,0,0
0.0076,0.0156,1.0337,1.9542,52.4122,12.8168,0,0,0
-0.064,0.0076,1.0022,-0.7328,40.4504,8.855,0,0,0
-0.0869,0.0134,1.0081,-1.6336,27.0534,5.1298,0,0,0
-0.0361,0.0088,1.0286,-6.1603,18.5954,-1.2595,0,0,0
0.0339,-0.0427,1.0376,-8.9389,18.4198,-6.1221,0,0,0
0.0652,-0.0615,1.0198,-6.2366,20.2366,-7.4198,0,0,0
0.0781,-0.0728,1.0249,-5.145,19.8015,-6.6336,0,0,0
0.0444,-0.0564,1.0098,-4.8779,13.5267,-3.7863,0,0,0
