ax,ay,az,gx,gy,gz,left_click,right_click
-0.2148,0.0632,1.0066,1.4809,-2.5954,-1.3664,0,0,0
-0.2097,0.0608,0.9978,0.3588,-2.2137,-1.4275,0,0,0
-0.2144,0.061,0.9978,-1.3817,-2.7328,-0.8702,0,0,0
-0.2109,0.0625,0.9985,-2.0916,-2.5496,-0.2901,0,0,0
-0.2095,0.0667,0.9963,-2.374,-2.2824,0.0534,0,0,0
-0.2036,0.0662,0.9985,-1.9771,-1.3969,0.0992,0,0,0
-0.2024,0.0627,1.0017,-1.6947,-0.7634,-0.4275,0,0,0
-0.207,0.0645,0.9946,-2.5344,-0.0534,-1.0153,0,0,0
-0.2141,0.0596,0.9944,-2.4885,-1.0458,-0.7863,0,0,0
-0.22,0.0537,0.9968,-2.2366,-2.4962,0.6641,0,0,0
-0.2314,0.0508,1.0007,-1.9542,-4.2672,1.6031,0,0,0
-0.2292,0.0505,0.9927,-1.6489,-6.7405,2.916,0,0,0
-0.2202,0.043,0.998,-1.1221,-9.0382,4.458,0,0,0
-0.2227,0.0208,0.9978,-1.6565,-11.2443,6.5878,0,0,0
-0.2554,-0.0068,0.989,-4.6947,-14.2595,10.916,0,0,0
-0.2844,-0.0234,0.9836,-6.229,-19.8092,18.6718,0,0,0
-0.2847,-0.0491,0.9683,-6.6718,-26.9695,30.0305,0,0,0
-0.2537,-0.053,0.9646,-5.5725,-35.3664,42.0153,0,0,0
-0.2175,-0.033,1.0007,-5.2443,-40.7328,51.626,0,0,0
-0.2039,-0.0295,0.9949,-4.8779,-43.1756,56.9008,0,0,0
-0.2527,-0.0195,0.9661,-7.8702,-46.8015,61.1908,0,0,0
-0.2463,-0.012,0.9607,-10.4809,-50.3969,66.8702,0,0,0
-0.1965,-0.0339,1.0076,-16.9847,-48.1679,78.4657,0,0,0
-0.1499,-0.0173,1.0339,-25.7252,-43.3664,91.2366,0,0,0
-0.1038,0.0137,1.095,-34.0992,-34.3817,99.9771,0,0,0
-0.0603,0.0459,1.1477,-37.9466,-20.5725,102.8626,0,0,0
-0.0261,0.0774,1.1833,-41.9389,-3.6641,100.1603,0,0,0
-0.0107,0.0742,1.1958,-44.7328,13.0382,95.2214,0,0,0
0.012,0.0229,1.1877,-46.6794,26.2137,90.1756,0,0,0
-0.002,0.0698,1.1548,-45.0687,34.6183,84.4198,0,0,0
-0.0149,0.0969,1.1306,-39.5954,40.0611,74.8321,0,0,0
-0.022,0.1152,1.0723,-32.4656,39.1679,64.1756,0,0,0
-0.0254,0.1318,1.0542,-25.4351,34.1145,51.0229,0,0,0
-0.0454,0.1462,1.0229,-16.8855,27.5038,36.4046,0,0,0
-0.0698,0.1316,0.9922,-7.9771,18.0382,22.2901,0,0,0
-0.0957,0.1167,0.9768,-0.5496,7.7328,12.8855,0,0,0
-0.1199,0.0906,0.9646,5.7176,-2.4198,7.1908,0,0,0
-0.1372,0.0884,0.9514,9.2061,-10.3053,3.1985,0,0,0
-0.1414,0.0872,0.9402,9.8779,-13.7099,-0.542,0,0,0
-0.1445,0.074,0.9607,7.687,-15.2824,-2.626,0,0,0
-0.1604,0.0686,0.9854,4.2824,-11.1603,-3.229,0,0,0
-0.167,0.0439,0.9846,0.4275,-4.7099,-2.8321,0,0,0
-0.1804,0.0491,0.9705,-2.1298,0.3893,-1.084,0,0,0
-0.1926,0.0471,0.9617,-2.6947,5.0687,0.2824,0,0,0
-0.1804,0.052,0.9719,-3.6336,9.9847,0.3435,0,0,0
-0.1843,0.0549,0.9443,-3.0382,10.8092,-1.2901,0,0,0
-0.1848,0.0508,0.9434,-3.5573,9.8473,-4.8397,0,0,0
-0.1865,0.0447,0.9453,-4.1679,7.0305,-8.1832,0,0,0
-0.2041,0.0466,0.937,-3.9466,2.9695,-11.855,0,0,0
-0.2073,0.0361,0.9358,-1.1374,-1.1679,-15.1374,0,0,0
-0.2229,0.0427,0.9214,1.7634,-4.7634,-17.5878,0,0,0
-0.2244,0.0303,0.9233,2.2672,-9.8779,-18.1985,0,0,0
-0.2302,0.0205,0.9514,0.8397,-14.9695,-16.7023,0,0,0
-0.2187,0.0222,0.9678,-0.9847,-19.2443,-14.9618,0,0,0
-0.2078,0.031,0.9736,0.1679,-24.4351,-14.3359,0,0,0
-0.1936,0.032,0.9939,2.9924,-29.8702,-14.7099,0,0,0
-0.1799,0.0359,1.0244,4.1908,-33.5649,-15.4275,0,0,0
-0.1609,0.0376,1.0667,4.5649,-32.771,-15.6794,0,0,0
-0.1448,0.0352,1.075,4.5725,-30.6565,-15.2443,0,0,0
-0.1365,0.0396,1.0779,4.7099,-27.5114,-14.7786,0,0,0
-0.1375,0.053,1.0596,5.8168,-25.6641,-14.9847,0,0,0
-0.1323,0.043,1.0393,6.3053,-26.2366,-14.8321,0,0,0
-0.1318,0.0461,1.0278,5.4733,-28.1985,-13.9924,0,0,0
-0.1252,0.0408,1.03,3.9008,-29.9313,-13.8015,0,0,0
-0.1182,0.0339,1.0403,2.542,-30.4122,-13.5802,0,0,0
-0.113,0.0313,1.0332,1.5573,-30.2901,-13.6183,0,0,0
-0.0999,0.041,1.0249,0.5954,-30.1679,-14.0687,0,0,0
-0.0962,0.0339,1.0283,-1.4427,-28.8931,-14.1679,0,0,0
-0.093,0.0239,1.0491,-5.542,-26.8321,-13.7328,0,0,0
-0.0874,0.0115,1.0442,-8.2901,-23.145,-12.2901,0,0,0
-0.0874,0.009,1.0322,-10.5878,-20.7557,-10.1221,0,0,0
-0.0876,0.0073,1.0247,-13.7099,-20.1985,-7.7939,0,0,0
-0.0779,0.0063,1.0242,-17.5725,-19.7786,-6.2366,0,0,0
-0.0715,-0.0017,1.0286,-20.9542,-20.3969,-4.5191,0,0,0
-0.0645,-0.0012,1.0396,-22.7099,-20.7405,-2.458,0,0,0
-0.0422,-0.0059,1.0793,-23.1985,-19.0153,-1.0076,0,0,0
-0.0266,-0.0039,1.1072,-21.6641,-14.626,-0.9084,0,0,0
-0.0166,-0.0027,1.1057,-19.0687,-9.626,-1.9237,0,0,0
-0.0154,-0.0029,1.0886,-16.0382,-6.1298,-3.9237,0,0,0
-0.0173,-0.0098,1.0789,-12.084,-4.4427,-5.9313,0,0,0
-0.0396,-0.0166,1.0518,-8.6947,-5.2901,-6.8779,0,0,0
-0.0479,-0.0229,1.0374,-6.0611,-8.0382,-6.3664,0,0,0
-0.0527,-0.0205,1.0369,-4.6565,-10.7634,-5.0611,0,0,0
-0.041,-0.0203,1.051,-2.6489,-12.1221,-3.7557,0,0,0
-0.0293,-0.0164,1.0466,-1.6031,-12.6641,-2.2672,0,0,0
-0.0068,-0.0161,1.0378,-1.3817,-12.5573,-1.5954,0,0,0
-0.011,-0.0142,1.0469,-2.1832,-12.9389,-0.8168,0,0,0
0.0,-0.002,1.0608,-3.6794,-11.9847,0.0229,0,0,0
0.0024,-0.0156,1.0496,-3.0687,-11.4656,1.8015,0,0,0
0.0125,-0.0039,1.03,-3.313,-12.2214,3.0534,0,0,0
0.02,0.0063,1.0371,-4.6183,-12.1756,3.3817,0,0,0
0.0352,0.0005,1.061,-5.5038,-10.2137,3.3053,0,0,0
0.0452,0.0015,1.0889,-7.7863,-5.1908,3.6412,0,0,0
0.0422,-0.0015,1.0952,-7.145,1.2748,4.0611,0,0,0
0.053,0.0044,1.0701,-7.8779,3.5115,3.9237,0,0,0
0.0588,0.0127,1.0608,-7.3969,4.0,1.2061,0,0,0
0.0576,0.0085,1.0146,-5.1527,1.2595,-2.771,0,0,0
0.0562,0.0,0.9905,-4.5267,-2.0916,-8.6641,0,0,0
0.0442,-0.0176,1.011,-7.1221,-4.2672,-12.2443,0,0,0
0.0195,-0.0388,1.0142,-7.7557,-3.4885,-13.5725,0,0,0
-0.0039,-0.0393,1.0256,-8.8015,-1.5725,-11.5496,0,0,0
-0.0176,-0.0686,1.0061,-11.6718,0.8397,-9.8779,0,0,0
-0.0217,-0.0903,1.0181,-12.0611,4.1298,-4.8702,0,0,0
-0.0286,-0.0845,1.0491,-12.3435,8.9008,1.8626,0,0,0
-0.0388,-0.092,1.0452,-12.4198,14.4198,6.9466,0,0,0
-0.0339,-0.0874,0.9944,-9.3664,16.4275,11.1603,0,0,0
-0.0159,-0.0813,0.9175,-8.6183,13.6107,12.3511,0,0,0
-0.0156,-0.0432,0.9241,-13.0611,8.4046,11.9771,0,0,0
-0.0205,-0.0557,0.9456,-17.7252,4.0229,11.7023,0,0,0
-0.0176,-0.0625,1.0193,-19.2595,2.229,11.3282,0,0,0
-0.0261,-0.0735,1.021,-17.4885,4.2443,12.7786,0,0,0
-0.054,-0.0811,0.9932,-15.1374,5.4962,13.8626,0,0,0
-0.0852,-0.0791,0.9915,-14.4427,6.0305,16.2061,0,0,0
-0.1038,-0.0754,0.9995,-17.2061,8.6183,20.0763,0,0,0
-0.105,-0.1072,0.9822,-21.8397,11.2214,26.9008,0,0,0
-0.1487,-0.1294,0.9868,-27.2061,13.4733,35.4809,0,0,0
-0.1609,-0.123,0.9895,-24.9924,14.0687,46.5649,0,0,0
-0.1475,-0.1125,1.0005,-22.7557,12.5267,57.3282,0,0,0
-0.1033,-0.0842,1.0193,-21.0076,11.9542,64.0382,0,0,0
-0.0566,-0.0669,1.0391,-18.0916,12.8626,66.7481,0,0,0
-0.0144,-0.0422,1.0154,-14.3053,11.9695,64.9695,0,0,0
0.0144,-0.0098,0.9814,-10.2595,8.0763,58.3817,0,0,0
0.0076,-0.0071,0.9565,-7.5344,2.2595,48.9771,0,0,0
0.0039,0.0205,0.9351,-6.2977,-5.8473,37.8092,0,0,0
-0.002,0.0139,0.9595,-7.8168,-11.0534,27.9313,0,0,0
-0.0291,-0.0161,0.9915,-8.9542,-14.5802,21.8397,0,0,0
-0.0535,-0.03,1.0244,-10.6489,-15.0153,20.6183,0,0,0
-0.0747,-0.0562,1.0366,-11.0534,-13.7176,22.458,0,0,0
-0.0767,-0.0623,1.0159,-10.8931,-12.2672,25.4733,0,0,0
-0.0916,-0.0728,1.0173,-11.5802,-11.8168,28.374,0,0,0
-0.0947,-0.0918,1.0413,-11.9542,-10.9008,31.3359,0,0,0
-0.0911,-0.0923,1.064,-8.4275,-10.4046,34.0534,0,0,0
-0.0862,-0.0745,1.0735,-9.7328,-5.6947,33.855,0,0,0
-0.0959,-0.1016,1.0339,-11.0076,-7.7939,35.5115,0,0,0
-0.1016,-0.1104,1.0623,-12.2443,-8.8321,37.6183,0,0,0
-0.0813,-0.1011,1.0869,-9.9008,-7.8779,40.2137,0,0,0
-0.0496,-0.0781,1.1028,-7.8855,-6.229,40.0458,0,0,0
-0.031,-0.0525,1.0913,-4.5802,-4.6183,36.5725,0,0,0
-0.0173,-0.0313,1.0996,-1.7634,-4.0305,31.2214,0,0,0
-0.0093,-0.0369,1.0786,0.0,-4.2443,25.1603,0,0,0
0.0,-0.0249,1.0566,3.8473,-6.5496,16.9084,0,0,0
0.0129,-0.0198,1.0459,5.687,-8.5344,9.0458,0,0,0
0.0044,-0.0281,1.0581,7.4351,-9.229,2.1679,0,0,0
-0.0095,-0.0344,1.0835,6.9924,-6.0687,-2.4427,0,0,0
-0.033,-0.0381,1.0605,6.1679,-1.3359,-5.8702,0,0,0
-0.0366,-0.0537,1.0259,5.3817,1.4046,-5.8092,0,0,0
-0.0537,-0.0552,1.0,3.3282,2.4962,-5.7481,0,0,0
-0.0613,-0.0623,0.9875,0.6183,2.6947,-5.542,0,0,0
-0.0588,-0.0559,0.9805,-0.8244,1.855,-5.0,0,0,0
-0.053,-0.061,0.9917,-2.3511,0.4427,-4.6183,0,0,0
-0.0522,-0.0549,1.0002,-3.7557,-2.2672,-4.9313,0,0,0
-0.0559,-0.0625,1.0161,-4.8092,-4.1069,-6.145,0,0,0
-0.0579,-0.0681,1.0149,-2.7405,-5.7405,-7.0382,0,0,0
-0.0322,-0.0603,0.9885,2.8168,-9.855,-9.855,0,0,0
-0.0374,-0.0491,1.0259,1.5267,-12.084,-12.7023,0,0,0
-0.042,-0.0542,1.0503,1.5802,-13.7557,-14.3359,0,0,0
-0.031,-0.0725,1.0452,2.3282,-11.7939,-15.1985,0,0,0
-0.0212,-0.0596,1.0266,3.8092,-11.9695,-16.4427,0,0,0
-0.0063,-0.043,0.9946,1.9771,-14.1603,-18.687,0,0,0
0.0056,-0.0352,1.0029,3.2519,-18.9771,-23.3206,0,0,0
0.0171,-0.03,1.0408,4.5725,-22.5725,-29.0305,0,0,0
-0.0085,-0.0525,1.0723,2.7786,-21.8168,-32.374,0,0,0
-0.0229,-0.0642,1.0354,7.9237,-20.374,-33.3817,0,0,0
-0.0383,-0.0706,1.0723,2.6489,-17.0,-30.542,0,0,0
-0.0474,-0.1018,1.0161,0.0611,-14.0916,-25.9542,0,0,0
-0.0503,-0.0796,1.0007,-4.9618,-13.7023,-19.6336,0,0,0
-0.0288,-0.0706,1.0042,-9.5496,-14.7099,-15.3588,0,0,0
-0.0168,-0.0774,0.9954,-11.2061,-17.1298,-11.9389,0,0,0
-0.0166,-0.0776,1.011,-12.1298,-20.8626,-11.6641,0,0,0
-0.0225,-0.0781,1.0315,-13.0687,-22.9847,-12.1069,0,0,0
-0.0349,-0.0938,1.0591,-12.0458,-23.9542,-11.9084,0,0,0
-0.0256,-0.104,1.0488,-8.2595,-22.7099,-10.3588,0,0,0
-0.0183,-0.1064,1.0378,-6.3206,-21.0611,-8.2901,0,0,0
0.0098,-0.094,1.0095,-7.0076,-20.4656,-6.1069,0,0,0
0.0244,-0.0928,1.0095,-7.8779,-20.9313,-3.9847,0,0,0
0.0452,-0.0779,0.9912,-6.6947,-25.4275,-3.7405,0,0,0
0.0393,-0.0769,1.009,-6.084,-31.2366,-4.5267,0,0,0
0.0454,-0.0811,1.0552,-5.1298,-34.626,-5.145,0,0,0
0.0452,-0.0901,1.0813,-2.2061,-32.3359,-4.458,0,0,0
0.0649,-0.0913,1.0615,0.3282,-27.6489,-2.916,0,0,0
0.0815,-0.0862,1.0244,-0.9237,-21.1603,-1.8779,0,0,0
0.0952,-0.0771,1.0022,-6.0458,-17.771,-1.7786,0,0,0
0.0872,-0.0803,1.0159,-8.9924,-17.3282,-0.313,0,0,0
0.0798,-0.0969,1.0393,-8.9084,-20.4046,0.687,0,0,0
0.0645,-0.0862,1.0627,-4.8702,-24.9008,2.3359,0,0,0
0.073,-0.092,1.0684,-1.0382,-27.4198,2.6489,0,0,0
0.084,-0.1028,1.0725,-1.1679,-24.8626,4.9389,0,0,0
0.0881,-0.1021,1.0615,2.5573,-19.6031,7.5573,0,0,0
0.1206,-0.0989,1.0173,3.4427,-12.9389,9.3206,0,0,0
0.1321,-0.0864,1.0205,1.0076,-7.9008,10.3359,0,0,0
0.1428,-0.0769,0.9707,-6.1832,-8.3588,9.5573,0,0,0
0.1121,-0.0854,0.9819,-17.7252,-6.6107,9.3359,0,0,0
0.0703,-0.1282,1.0403,-10.4656,-8.2824,11.6718,0,0,0
0.0752,-0.1179,1.0601,-5.1145,-8.0458,14.7863,0,0,0
0.073,-0.136,1.0537,0.8244,-6.6183,18.2137,0,0,0
0.0999,-0.1108,1.0061,2.5878,-7.3817,20.7099,0,0,0
0.1367,-0.0872,0.9626,2.0534,-9.3053,19.1679,0,0,0
0.1487,-0.071,0.9849,0.3893,-11.4198,16.0382,0,0,0
0.1565,-0.0691,1.0005,-1.084,-10.3435,11.2366,0,0,0
0.155,-0.0693,1.0249,-2.8779,-6.5802,7.2366,0,0,0
0.1299,-0.0898,1.0239,-4.3053,-2.9084,5.0916,0,0,0
0.1067,-0.0842,1.0171,-3.0687,-1.6183,5.3053,0,0,0
0.1057,-0.1055,1.0227,-2.145,-1.1527,7.1603,0,0,0
0.1079,-0.0974,1.0273,-0.4962,0.4656,9.0305,0,0,0
0.1169,-0.1008,1.0037,-2.0458,2.7252,9.9313,0,0,0
0.0952,-0.1213,1.0071,-7.0687,3.6412,11.4962,0,0,0
0.0676,-0.1331,1.0098,-12.0992,5.1908,14.8321,0,0,0
0.0718,-0.1433,1.0103,-14.7863,4.5878,20.6794,0,0,0
0.0583,-0.1492,1.0122,-13.4198,0.2672,27.084,0,0,0
0.0847,-0.1206,1.0095,-11.6107,-2.9466,30.4198,0,0,0
0.1038,-0.1182,1.0315,-11.0076,-4.8397,32.0611,0,0,0
0.1318,-0.0945,1.051,-10.2366,-4.5115,32.0,0,0,0
0.1501,-0.0876,1.0554,-8.1374,-1.7252,30.458,0,0,0
0.1433,-0.0979,1.0522,-7.4656,1.8168,27.6565,0,0,0
0.1423,-0.0925,1.0066,-7.1069,3.6718,25.2061,0,0,0
0.1431,-0.0884,1.0081,-8.9313,2.8168,23.3359,0,0,0
0.145,-0.0906,1.0342,-6.0229,1.7557,21.1679,0,0,0
0.1526,-0.0647,1.0281,-4.3359,1.7328,17.0305,0,0,0
0.1602,-0.0684,1.0188,-1.9542,1.0916,10.7634,0,0,0
0.1567,-0.0566,1.0325,-1.855,1.0458,3.5878,0,0,0
0.1333,-0.0818,1.03,0.2061,1.0305,-1.6336,0,0,0
0.1147,-0.0913,1.0283,1.7176,1.3359,-4.626,0,0,0
0.0928,-0.1055,1.0271,1.458,2.7939,-5.4809,0,0,0
0.0803,-0.1157,1.0029,0.916,4.3435,-4.6107,0,0,0
0.075,-0.1194,0.9932,-0.5573,4.3206,-3.7863,0,0,0
0.0649,-0.1157,0.9963,-1.6183,3.0153,-2.5878,0,0,0
0.0759,-0.1096,1.0015,-1.2519,1.1527,-1.916,0,0,0
