ax,ay,az,gx,gy,gz,left_click,right_click
-0.1013,-0.0015,1.0542,-1.0,-4.9618,-2.0229,0,0,0
-0.1169,0.012,1.0525,-1.7176,-5.7328,-2.2977,0,0,0
-0.1013,-0.0027,1.05,-2.1985,-5.458,-1.8855,0,0,0
-0.1123,-0.0029,1.0435,-2.1985,-3.7176,-2.458,0,0,0
-0.1072,-0.01,1.0369,-2.1145,-3.2214,-3.3435,0,0,0
-0.0837,-0.0132,1.0269,-1.3588,-2.4427,-2.1603,0,0,0
-0.1157,-0.0166,1.0103,0.9771,0.3893,-1.4962,0,0,0
-0.1619,0.0159,1.0291,1.145,-1.6336,-2.8015,0,0,0
-0.1475,0.0232,1.0618,-2.5496,-4.7939,-4.5649,0,0,0
-0.1272,-0.0024,1.0488,-5.2214,-5.4198,-5.6718,0,0,0
-0.1077,-0.0137,1.0415,-4.7634,-5.5802,-5.3893,0,0,0
-0.0986,-0.0164,1.0273,-4.3282,-4.4656,-4.5649,0,0,0
-0.0933,-0.0178,1.0151,-3.3817,-2.8473,-3.5496,0,0,0
-0.1128,-0.0181,0.9976,-1.8702,-3.3053,-2.3282,0,0,0
-0.1006,-0.0134,1.0193,-1.229,-3.855,-2.2061,0,0,0
-0.0842,-0.0283,1.0247,-1.4198,-1.5802,-2.1374,0,0,0
-0.0918,-0.0266,1.0315,-1.2366,-0.5344,-1.5573,0,0,0
-0.0901,-0.0303,1.031,-1.5725,-0.3053,-1.2519,0,0,0
-0.094,-0.0259,1.0178,-2.4656,-1.4046,-0.7786,0,0,0
-0.0901,-0.0239,1.0234,-2.6183,-2.1832,0.6641,0,0,0
-0.0872,-0.0205,1.0149,-1.6336,-2.4656,0.7176,0,0,0
-0.0793,-0.0205,1.0286,-1.313,-0.8473,1.8779,0,0,0
-0.0925,-0.0156,1.0256,-0.9618,-0.0611,3.2977,0,0,0
-0.1089,-0.0032,1.0251,-0.7634,0.2824,2.7786,0,0,0
-0.1174,-0.001,1.0376,-0.6718,-0.084,1.8779,0,0,0
-0.1169,0.0056,1.04,-1.4046,-0.2977,2.1832,0,0,0
-0.1267,0.0139,1.0332,-2.4504,0.2748,1.3893,0,0,0
-0.1279,0.0168,1.0203,-3.6031,-0.4427,0.0458,0,0,0
-0.1169,0.001,1.0039,-3.4198,-1.2748,-0.5954,0,0,0
-0.1077,0.0029,1.0088,-2.2137,-1.3969,-0.1527,0,0,0
-0.1047,-0.0015,1.0017,-1.2366,-0.542,-0.3282,0,0,0
-0.1145,-0.0024,1.0105,-0.313,-1.2901,-0.2061,0,0,0
-0.0947,-0.0051,1.0278,-0.2672,-1.2595,-0.9313,0,0,0
-0.0981,-0.0078,1.0261,-1.0153,-0.542,0.542,0,0,0
-0.1091,-0.0037,1.0203,-1.2824,-1.2519,-0.1221,0,0,0
-0.0815,-0.0173,1.0305,-0.6641,-0.5344,-0.1069,0,0,0
-0.0671,-0.0269,1.031,-0.0458,0.916,1.5802,0,0,0
-0.0823,-0.01,1.0383,0.6947,2.7405,2.6947,0,0,0
-0.0898,-0.0076,1.04,0.8702,3.8855,2.8702,0,0,0
-0.0896,-0.0024,1.0554,1.1603,5.9008,3.313,0,0,0
-0.0969,0.002,1.0642,1.4656,9.7939,3.9008,0,0,0
-0.083,-0.0244,1.0767,2.1603,19.7405,2.1069,0,0,0
-0.0195,-0.0684,1.0522,7.0229,35.1527,1.145,0,0,0
-0.0364,-0.0496,1.0332,12.7099,43.3511,8.2824,0,0,0
-0.0466,-0.0044,1.0332,17.0382,52.6641,12.0534,0,0,0
-0.0576,-0.0237,1.042,20.458,66.7252,12.3435,0,0,0
-0.0723,0.0137,1.061,23.3588,79.6794,14.7481,0,0,0
0.0945,-0.04,1.1487,22.145,95.9084,23.9924,0,0,0
-0.0215,0.0349,1.1404,17.7634,112.1527,24.6794,0,0,0
-0.248,0.0637,1.0229,13.2901,122.6031,21.2672,0,0,0
-0.3,0.0771,1.0168,10.8626,118.7328,16.8702,0,0,0
-0.3582,0.1082,1.0105,2.6412,108.9771,12.8168,0,0,0
-0.4031,0.1223,0.9705,-5.0382,95.2977,8.6641,0,0,0
