ax,ay,az,gx,gy,gz,left_click,right_click
-0.1091,0.1799,0.9946,-1.2214,-0.8855,-0.3359,0,0,0
-0.1118,0.1755,0.9949,-1.1374,-1.2824,-0.2137,0,0,0
-0.115,0.1702,1.0059,-1.1298,-1.1832,0.7786,0,0,0
-0.1155,0.1702,1.0088,-0.6641,-1.9695,1.4733,0,0,0
-0.1096,0.177,1.0154,0.3511,-1.9008,2.4351,0,0,0
-0.0999,0.1797,1.022,1.5649,-1.5496,2.9389,0,0,0
-0.103,0.1846,1.0232,1.5649,-1.0534,2.8931,0,0,0
-0.0952,0.1956,1.0107,1.1145,-0.7252,2.8168,0,0,0
-0.0959,0.2017,1.0132,0.5115,-0.9008,2.0305,0,0,0
-0.1025,0.1965,1.0168,-0.2137,-0.7176,1.6336,0,0,0
-0.1018,0.1956,1.0137,0.1298,-0.5573,1.8779,0,0,0
-0.0994,0.2002,1.0181,0.5878,-0.6336,1.5496,0,0,0
-0.0938,0.2024,1.0161,0.7099,-0.0763,1.3664,0,0,0
-0.1018,0.2107,1.0059,0.0992,0.2901,1.0076,0,0,0
-0.1045,0.2129,0.9905,0.0229,0.2443,0.4656,0,0,0
-0.1008,0.2158,0.9949,-0.3969,-0.2061,-0.5649,0,0,0
-0.1023,0.2109,0.9895,-0.0153,-1.3053,-1.1603,0,0,0
-0.1062,0.207,0.9854,0.374,-1.5038,-1.5344,0,0,0
-0.1082,0.1982,0.9844,0.2901,-1.8702,-1.3282,0,0,0
-0.104,0.1885,0.9993,0.3817,-1.8931,-0.4275,0,0,0
-0.1089,0.1965,0.9878,0.9924,-1.9008,0.1832,0,0,0
-0.1074,0.2029,0.979,0.7405,-2.3282,0.4351,0,0,0
-0.0955,0.2073,0.9883,-2.4962,-2.7481,-0.1145,0,0,0
-0.1011,0.2131,0.9851,-0.7634,-2.4733,0.229,0,0,0
-0.0996,0.2002,0.9944,-2.9695,-3.2366,-0.0458,0,0,0
-0.0901,0.2004,1.0137,-3.0687,-3.313,-0.0153,0,0,0
-0.0889,0.2046,1.0149,-3.145,-2.3664,-0.2443,0,0,0
-0.0801,0.219,0.9971,-3.6565,-1.7481,-0.855,0,0,0
-0.0847,0.2114,0.9866,-3.8702,-2.2901,-1.7939,0,0,0
-0.0935,0.2183,0.9873,-3.2061,-3.9237,-3.0611,0,0,0
-0.1008,0.2056,0.9956,-3.771,-5.9466,-3.9847,0,0,0
-0.1045,0.1926,1.0217,-4.0076,-5.771,-4.5649,0,0,0
-0.1099,0.177,1.0396,-3.5573,-4.4885,-4.4122,0,0,0
-0.1155,0.166,1.0444,-3.374,-3.1832,-3.7099,0,0,0
-0.1223,0.1587,1.0205,-3.3969,-2.5954,-2.2824,0,0,0
-0.1208,0.1614,1.0071,-2.8015,-3.313,-0.7557,0,0,0
