ax,ay,az,gx,gy,gz,left_click,right_click
0.0593,0.2249,1.0037,-1.6031,-0.6031,-0.3053,0,0,0
0.0571,0.22,0.99,-0.7328,-1.4122,-0.084,0,0,0
0.061,0.2229,0.9902,-0.8321,-2.626,0.3053,0,0,0
0.0674,0.23,0.9971,-1.0916,-2.8244,0.4885,0,0,0
0.0681,0.2317,0.9951,-1.7557,-2.5496,0.4656,0,0,0
0.0696,0.228,0.9961,-2.0458,-2.9084,0.7252,0,0,0
0.0691,0.2295,0.9958,-1.4046,-3.1145,1.3206,0,0,0
0.0793,0.2209,1.0029,-1.1832,-1.7939,1.5802,0,0,0
0.0664,0.2249,0.9995,-0.8244,-1.7557,2.0076,0,0,0
0.0664,0.2283,1.0005,-0.6183,-1.8626,2.0763,0,0,0
0.0562,0.2327,0.9958,-0.1603,-2.5115,2.0382,0,0,0
0.0605,0.2361,0.9954,-0.3435,-3.145,1.8168,0,0,0
0.0591,0.2354,0.9944,-0.3588,-3.5267,1.626,0,0,0
0.0535,0.2185,0.9863,-0.4809,-4.3588,1.8244,0,0,0
0.0615,0.23,0.9932,0.5725,-4.9542,2.4198,0,0,0
0.0625,0.2319,0.9961,0.542,-4.4427,2.3664,0,0,0
0.062,0.238,1.0061,0.1298,-3.7405,1.9237,0,0,0
0.0562,0.2466,1.001,-0.8244,-3.916,1.2366,0,0,0
0.0525,0.2502,0.9912,-2.0076,-5.0611,0.7099,0,0,0
0.0503,0.24,0.9944,-3.0,-5.7252,0.4656,0,0,0
0.0608,0.2302,1.0034,-2.8473,-6.1985,0.0763,0,0,0
0.0737,0.2268,1.0125,-1.8779,-5.6718,0.0076,0,0,0
0.082,0.239,1.0176,-1.9542,-4.2519,0.0382,0,0,0
0.0732,0.2493,1.0117,-3.916,-3.7328,-0.6565,0,0,0
0.0818,0.238,1.0173,-5.5649,-3.084,-0.6794,0,0,0
0.0864,0.2273,1.0146,-6.1603,-1.5954,-1.1679,0,0,0
0.0874,0.2156,1.0181,-4.7863,-0.2595,-1.5496,0,0,0
0.0889,0.2051,1.0161,-2.229,1.3817,-1.1985,0,0,0
0.0762,0.2061,0.9993,-0.2137,1.1908,-0.4809,0,0,0
0.0693,0.2239,0.9827,0.2519,-0.4427,0.0763,0,0,0
0.0754,0.2263,0.9873,-0.7634,-2.0382,-0.0153,0,0,0
0.0752,0.2358,0.9939,-1.8473,-2.458,0.1756,0,0,0
0.0835,0.2241,0.998,-2.2137,-3.0992,-0.374,0,0,0
0.0833,0.2268,1.0051,-1.8015,-1.8931,-0.6718,0,0,0
0.0703,0.2156,1.0046,-1.1908,-0.9237,-1.2214,0,0,0
0.062,0.2185,0.9924,-0.7863,-0.8397,-1.3664,0,0,0
0.0598,0.2344,0.9917,-1.9618,-1.9313,-1.1756,0,0,0
0.063,0.2244,0.9978,-3.2137,-3.3206,-1.4122,0,0,0
0.0686,0.2283,0.9895,-4.3893,-4.3511,-1.3588,0,0,0
0.0745,0.2166,1.0068,-4.5344,-4.6336,-1.2061,0,0,0
0.0835,0.2156,1.0171,-3.3893,-4.2824,-0.9008,0,0,0
0.0859,0.2122,1.0127,-2.3359,-3.542,-0.5344,0,0,0
0.0891,0.2202,1.0205,-2.2977,-2.1603,-0.5267,0,0,0
0.0886,0.2187,1.0159,-2.8168,-1.8397,-0.2443,0,0,0
0.0884,0.2117,1.0149,-4.1221,-1.2977,0.4122,0,0,0
0.0815,0.2114,1.0117,-4.6107,-1.8473,0.8015,0,0,0
0.0867,0.1912,1.0088,-4.1985,-2.0763,1.5344,0,0,0
0.0771,0.1948,0.9973,-3.1527,-2.4046,2.3435,0,0,0
0.0854,0.196,1.0044,-3.6565,-2.9084,3.3435,0,0,0
0.0828,0.1785,1.0068,-3.542,-3.229,4.8626,0,0,0
0.0884,0.179,1.0093,-3.1069,-2.5954,6.7405,0,0,0
