ax,ay,az,gx,gy,gz,left_click,right_click
-0.2749,0.0552,0.9539,-6.0076,-6.7099,-7.374,0,0,0
-0.2793,0.0603,0.9578,-5.0,-7.9084,-8.1298,0,0,0
-0.2727,0.0645,0.9551,-6.0229,-9.3282,-8.5878,0,0,0
-0.2698,0.0657,0.9583,-7.6183,-10.6565,-9.0611,0,0,0
-0.2722,0.0703,0.9675,-9.4656,-12.5191,-10.6031,0,0,0
-0.2788,0.0654,0.9778,-10.8931,-13.7252,-13.4198,0,0,0
-0.2708,0.0474,0.9849,-12.5267,-14.6947,-15.084,0,0,0
-0.2637,0.0334,0.9998,-14.0076,-15.5344,-15.2214,0,0,0
-0.249,0.0129,1.0166,-14.2595,-15.2214,-14.5344,0,0,0
-0.2305,0.0044,1.0261,-12.9695,-14.0611,-13.7863,0,0,0
-0.2251,0.0095,1.0273,-11.8702,-12.5496,-13.3893,0,0,0
-0.2285,0.0244,1.0222,-12.0534,-11.2901,-13.1145,0,0,0
-0.2288,0.0352,1.0168,-14.1221,-11.0916,-14.1069,0,0,0
-0.2202,0.0164,1.0186,-14.9084,-10.1832,-15.1603,0,0,0
-0.2195,-0.0239,1.0042,-14.1145,-9.8015,-14.9695,0,0,0
-0.2256,-0.0627,1.0061,-11.6336,-9.8855,-12.5878,0,0,0
-0.2339,-0.0654,1.0137,-7.3206,-10.4122,-9.2748,0,0,0
-0.2278,-0.043,1.0188,-2.9542,-10.771,-6.7099,0,0,0
-0.2104,-0.0115,1.0222,-0.5267,-10.1527,-5.5878,0,0,0
-0.2019,0.0056,1.032,-0.4809,-8.3206,-5.2901,0,0,0
-0.1982,-0.0015,1.0378,-0.9084,-5.6565,-4.4351,0,0,0
-0.2075,-0.0115,1.0266,0.626,-4.0687,-3.6565,0,0,0
-0.2239,-0.019,1.0161,4.1298,-3.9389,-2.9924,0,0,0
-0.2419,-0.0264,1.0032,6.8244,-5.0763,-1.7023,0,0,0
-0.2478,-0.0203,0.9966,7.5191,-6.2901,0.7252,0,0,0
-0.2427,-0.0015,1.0007,5.0763,-6.5649,3.2748,0,0,0
-0.2427,-0.0056,1.0042,-0.1756,-6.8321,7.2595,0,0,0
-0.2405,0.0149,1.0083,-2.3664,-6.7786,9.7786,0,0,0
-0.2244,0.0486,1.0229,-1.7252,-6.5191,7.4351,0,0,0
-0.2217,0.0461,1.0093,1.145,-6.0916,3.5038,0,0,0
-0.2314,0.0156,1.0154,4.8779,-5.7328,2.5649,0,0,0
-0.2227,0.002,1.0183,8.0458,-4.3817,4.4885,0,0,0
-0.2178,0.009,1.0005,10.0076,-3.6489,7.1298,0,0,0
-0.22,0.0083,0.9932,10.1832,-3.1908,8.7405,0,0,0
-0.2178,0.041,0.9973,10.4656,-3.5649,9.0534,0,0,0
-0.2073,0.0562,0.9956,11.6107,-4.145,7.2824,0,0,0
-0.208,0.0596,0.9846,11.771,-5.3817,5.0,0,0,0
-0.2173,0.0481,0.9802,11.9008,-6.6183,3.4809,0,0,0
-0.218,0.0166,0.9797,10.626,-9.7786,3.7939,0,0,0
-0.2097,0.0171,0.9995,10.0611,-12.313,5.2214,0,0,0
-0.1833,0.0559,1.0298,10.8702,-12.1756,4.1527,0,0,0
-0.1582,0.0781,1.0557,11.2214,-10.2366,-0.6489,0,0,0
-0.167,0.0859,1.0635,10.2137,-8.0153,-6.2672,0,0,0
-0.1853,0.0637,1.0532,8.1832,-6.084,-9.3511,0,0,0
-0.1938,0.0349,1.04,5.8931,-5.6565,-10.313,0,0,0
-0.1968,0.019,1.0269,4.3206,-6.084,-9.8626,0,0,0
-0.196,0.011,1.0327,3.9542,-6.4504,-8.7481,0,0,0
-0.1882,0.0369,1.0369,3.313,-6.6718,-8.9237,0,0,0
-0.1763,0.019,1.0437,4.3359,-4.3511,-9.3435,0,0,0
-0.1804,0.0298,1.0288,4.3969,-4.2061,-9.7557,0,0,0
-0.1821,0.0137,1.0281,5.0611,-3.542,-9.2824,0,0,0
-0.1897,0.0105,1.019,6.1679,-3.4275,-8.1908,0,0,0
-0.1877,0.02,1.0271,8.0153,-3.1756,-6.7481,0,0,0
-0.179,0.0361,1.0278,9.9313,-3.0611,-6.4351,0,0,0
-0.1797,0.0432,1.0205,10.4198,-2.5038,-6.458,0,0,0
-0.1951,0.0535,1.0161,9.6641,-2.5267,-6.855,0,0,0
-0.2007,0.05,0.9941,7.4275,-3.1221,-6.0916,0,0,0
-0.198,0.0525,1.0002,6.0,-4.0992,-5.4733,0,0,0
-0.1924,0.0569,0.9963,6.0382,-4.9618,-5.0458,0,0,0
-0.1934,0.0549,1.0,6.2061,-5.1679,-5.4656,0,0,0
-0.1848,0.0603,1.0017,5.6641,-4.6336,-5.374,0,0,0
-0.1831,0.0635,1.0146,3.7481,-3.3893,-4.6412,0,0,0
-0.1738,0.0754,1.0188,2.145,-1.9924,-4.0916,0,0,0
-0.1699,0.05,1.0229,1.1603,-0.3664,-4.145,0,0,0
-0.1917,0.0686,0.9509,0.7634,-1.9618,-3.1985,0,0,0
-0.1895,0.052,1.0042,2.5267,-2.5038,-2.6183,0,0,0
-0.1787,0.062,1.0178,5.0763,-2.1756,-2.3511,0,0,0
-0.1724,0.071,0.9983,5.5267,-2.771,-2.7328,0,0,0
-0.1746,0.0613,1.0007,5.4809,-3.0382,-3.1908,0,0,0
-0.1716,0.0515,1.0002,5.2748,-2.8702,-2.7481,0,0,0
-0.176,0.0488,1.0044,5.4733,-1.9237,-1.5267,0,0,0
-0.1746,0.053,1.0095,6.0458,-0.8702,-0.6107,0,0,0
-0.1677,0.0615,1.0054,6.1985,0.4885,0.2519,0,0,0
-0.1736,0.075,0.9834,6.4427,1.4046,-0.4046,0,0,0
-0.1824,0.074,0.9551,6.8092,0.6183,-1.1603,0,0,0
-0.1982,0.074,0.9636,7.5344,-1.687,-1.5802,0,0,0
-0.196,0.0837,0.9771,7.7252,-4.0229,-1.6641,0,0,0
