ax,ay,az,gx,gy,gz,left_click,right_click
-0.3635,-0.259,0.887,-0.1145,-3.8092,-0.5191,0,0,0
-0.3604,-0.2544,0.8872,0.0611,-5.0,-0.1374,0,0,0
-0.3472,-0.2358,0.9009,-0.3282,-6.5344,0.3969,0,0,0
-0.3618,-0.2368,0.9062,-1.3969,-8.2595,0.2061,0,0,0
-0.3474,-0.2385,0.9219,-2.1145,-9.4198,0.1298,0,0,0
-0.3452,-0.2324,0.937,-2.2977,-9.8321,0.0305,0,0,0
-0.3477,-0.2378,0.9363,-2.2595,-9.8092,-0.771,0,0,0
-0.3445,-0.2363,0.9399,-3.6947,-8.7634,-1.2519,0,0,0
-0.3306,-0.2444,0.9458,-4.4733,-7.2366,-1.771,0,0,0
-0.3296,-0.2485,0.9446,-5.0611,-6.1527,-1.6794,0,0,0
-0.3208,-0.2549,0.9482,-5.145,-5.4656,-1.2366,0,0,0
-0.3296,-0.2488,0.948,-4.771,-4.9466,-1.2214,0,0,0
-0.3416,-0.2493,0.9431,-4.4275,-5.4962,-1.0305,0,0,0
-0.3257,-0.2527,0.9502,-4.0763,-5.5191,-1.7481,0,0,0
-0.3379,-0.2546,0.9485,-3.0992,-4.8397,-2.0458,0,0,0
-0.3296,-0.2441,0.9363,-4.1298,-5.2366,-2.313,0,0,0
-0.3242,-0.2625,0.9375,-5.5954,-5.1221,-2.2672,0,0,0
-0.3257,-0.2686,0.949,-4.9771,-4.8855,-2.0076,0,0,0
-0.3232,-0.2686,0.9487,-3.916,-4.4809,-1.626,0,0,0
-0.325,-0.2585,0.9451,-3.5802,-3.8092,-1.2901,0,0,0
-0.3289,-0.2561,0.9363,-4.1298,-3.3511,-1.9618,0,0,0
-0.3254,-0.2668,0.9426,-4.374,-3.1374,-2.4122,0,0,0
-0.3286,-0.2742,0.9346,-3.9466,-3.3969,-2.4656,0,0,0
-0.3274,-0.2781,0.9211,-3.4275,-4.2824,-1.9542,0,0,0
-0.325,-0.2854,0.9263,-2.1908,-5.5878,-1.0,0,0,0
-0.3308,-0.2771,0.938,-1.0763,-6.2366,-1.0305,0,0,0
-0.3281,-0.2756,0.9272,-0.0687,-7.0611,-0.9466,0,0,0
-0.3289,-0.2698,0.9275,0.1527,-7.5878,-1.3282,0,0,0
-0.3223,-0.2771,0.9282,-0.3359,-7.3664,-1.0687,0,0,0
-0.3147,-0.2759,0.9348,-0.6565,-6.9771,-0.5038,0,0,0
-0.3145,-0.2722,0.9387,-0.3435,-6.1603,0.1679,0,0,0
-0.3057,-0.2722,0.9402,-0.6947,-4.7939,0.6947,0,0,0
-0.3252,-0.2666,0.9302,-0.5802,-3.458,0.7023,0,0,0
-0.3223,-0.2681,0.9214,-1.4198,-3.8092,0.542,0,0,0
-0.3271,-0.28,0.917,-1.8321,-4.1985,0.4046,0,0,0
-0.3164,-0.2949,0.926,-0.9695,-5.0076,1.1221,0,0,0
-0.3174,-0.3032,0.9238,-0.145,-6.1145,2.5649,0,0,0
-0.3142,-0.301,0.9265,0.5267,-6.145,4.084,0,0,0
-0.3042,-0.2966,0.9419,0.5344,-5.1527,5.5496,0,0,0
-0.3062,-0.2886,0.9507,-0.5115,-3.8321,7.4656,0,0,0
-0.3032,-0.282,0.9529,-1.9008,-2.542,8.7405,0,0,0
-0.304,-0.2778,0.9587,-3.1756,-0.6565,8.7481,0,0,0
-0.3059,-0.2737,0.9636,-3.7481,-0.0076,8.9542,0,0,0
-0.3015,-0.2864,0.9636,-4.4198,0.4198,9.0611,0,0,0
-0.304,-0.2883,0.9751,-4.2672,1.6794,11.2366,0,0,0
-0.2959,-0.2866,0.9836,-4.4046,3.3893,12.8473,0,0,0
-0.3,-0.2686,0.99,-4.6489,5.5191,14.7481,0,0,0
-0.2974,-0.2502,0.9924,-6.7099,8.6336,14.6336,0,0,0
-0.2917,-0.2336,0.9941,-8.9618,10.9924,13.7328,0,0,0
