ax,ay,az,gx,gy,gz,left_click,right_click
-0.124,0.1921,1.0117,0.3817,-3.1298,-0.2595,0,0,0
-0.1174,0.1912,1.0139,-1.0992,-2.4733,-0.3511,0,0,0
-0.1182,0.1919,1.0144,-2.145,-2.0,-0.4046,0,0,0
-0.1233,0.1921,1.0073,-1.8015,-2.1221,-0.6336,0,0,0
-0.1216,0.1904,1.022,-1.3206,-2.229,-0.7405,0,0,0
-0.1235,0.1936,1.0344,-2.1145,-1.1832,-1.2824,0,0,0
-0.1206,0.1951,1.0408,-3.0382,0.3969,-1.3282,0,0,0
-0.1318,0.1982,1.0491,-5.4656,2.3282,-1.4504,0,0,0
-0.1211,0.1931,1.1323,-12.1527,8.855,-1.9237,0,0,0
-0.1316,0.2017,1.1545,-18.5649,18.9542,-2.687,0,0,0
-0.144,0.2151,1.1277,-23.4504,26.9008,-3.5878,0,0,0
-0.1528,0.1855,1.1138,-24.5038,31.2061,-3.9542,0,0,0
-0.1318,0.2187,1.1145,-19.9466,35.0992,-4.313,0,0,0
-0.1233,0.2173,1.1357,-16.1985,39.0763,-5.5802,0,0,0
-0.1106,0.2012,1.1282,-9.3359,43.9695,-8.0458,0,0,0
-0.1394,0.1829,1.072,-4.229,48.3511,-8.916,0,0,0
-0.1577,0.1675,1.0273,-4.0611,49.8092,-8.7634,0,0,0
-0.1868,0.1389,0.9978,-7.7405,48.5954,-7.2901,0,0,0
-0.1982,0.1316,0.9858,-6.1145,47.1832,-5.3817,0,0,0
-0.2126,0.1536,0.9829,-2.7023,45.9313,-4.4122,0,0,0
-0.1943,0.1365,0.949,-1.542,41.9847,-3.6412,0,0,0
-0.2073,0.1152,0.9294,2.9389,37.3588,-0.8397,0,0,0
-0.207,0.1091,0.9126,7.0076,32.8397,0.2366,0,0,0
-0.2144,0.0996,0.9192,7.313,30.7405,2.5115,0,0,0
-0.2361,0.1079,0.8933,6.9618,27.7328,6.1756,0,0,0
-0.2493,0.1428,0.8726,3.9542,22.3359,7.6794,0,0,0
-0.2488,0.1658,0.8779,0.7252,16.1679,8.1374,0,0,0
-0.2397,0.1851,0.8926,-0.5573,10.542,7.542,0,0,0
-0.2368,0.1941,0.9033,-1.0534,6.6489,5.8168,0,0,0
-0.2344,0.1904,0.9224,-1.2901,3.9924,4.3435,0,0,0
-0.2456,0.1938,0.9431,-1.2366,2.6183,3.4427,0,0,0
-0.241,0.1887,0.9644,-3.1145,2.6565,2.0534,0,0,0
-0.239,0.1726,0.9861,-7.0916,4.6718,1.771,0,0,0
